category_path,prices,stock,active,variants,tags,avg_rating,images,legacy
"[""Clothing"", ""Men"", ""Jackets""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 205.21, ""vat_rate"": 23}]","{""total"": 112, ""reserved"": 11, ""warehouses"": {""WARSAW"": 56, ""NY"": 56}}",1,"[{""sku"": ""BET-0850-0"", ""color"": ""Blue"", ""size"": ""XS"", ""stock"": 64}]","[""jackets"", ""Jackets"", ""JACKETS"", ""new""]",3.81,"[""https://beta-fashion.com/images/product-850-1.jpg"", ""https://beta-fashion.com/images/product-850-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 90.45, ""vat_rate"": 0}]","{""total"": 189, ""reserved"": 1, ""warehouses"": {""WARSAW"": 94, ""NY"": 95}}",0,"[{""sku"": ""BET-0851-0"", ""color"": ""Black"", ""size"": ""XXL"", ""stock"": 19}, {""sku"": ""BET-0851-1"", ""color"": ""Brown"", ""size"": ""XS"", ""stock"": 70}]","[""jeans"", ""Jeans"", ""JEANS"", ""casual""]",3.32,"[""https://beta-fashion.com/images/product-851-1.jpg"", ""https://beta-fashion.com/images/product-851-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 36.65, ""vat_rate"": 0}]","{""total"": 77, ""reserved"": 15, ""warehouses"": {""WARSAW"": 38, ""NY"": 39}}",1,"[{""sku"": ""BET-0852-0"", ""color"": ""Brown"", ""size"": ""XL"", ""stock"": 57}, {""sku"": ""BET-0852-1"", ""color"": ""Blue"", ""size"": ""XL"", ""stock"": 82}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""sale""]",3.95,"[""https://beta-fashion.com/images/product-852-1.jpg"", ""https://beta-fashion.com/images/product-852-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 169.25, ""vat_rate"": 19}]","{""total"": 334, ""reserved"": 12, ""warehouses"": {""WARSAW"": 167, ""NY"": 167}}",0,"[{""sku"": ""BET-0853-0"", ""color"": ""Navy"", ""size"": ""XXL"", ""stock"": 74}, {""sku"": ""BET-0853-1"", ""color"": ""Grey"", ""size"": ""S"", ""stock"": 29}]","[""caps"", ""Caps"", ""CAPS"", ""new""]",3.45,"[""https://beta-fashion.com/images/product-853-1.jpg"", ""https://beta-fashion.com/images/product-853-2.jpg""]",0
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""US"", ""currency"": ""EUR"", ""amount"": 109.9, ""vat_rate"": 23}]","{""total"": 73, ""reserved"": 7, ""warehouses"": {""WARSAW"": 36, ""NY"": 37}}",1,"[{""sku"": ""BET-0854-0"", ""color"": ""Red"", ""size"": ""S"", ""stock"": 94}]","[""dresses"", ""Dresses"", ""DRESSES"", ""fashion""]",4.42,"[""https://beta-fashion.com/images/product-854-1.jpg"", ""https://beta-fashion.com/images/product-854-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 92.07, ""vat_rate"": 19}]","{""total"": 358, ""reserved"": 18, ""warehouses"": {""WARSAW"": 179, ""NY"": 179}}",0,"[{""sku"": ""BET-0855-0"", ""color"": ""Black"", ""size"": ""XXL"", ""stock"": 50}, {""sku"": ""BET-0855-1"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 24}, {""sku"": ""BET-0855-2"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 82}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""sale""]",3.32,"[""https://beta-fashion.com/images/product-855-1.jpg"", ""https://beta-fashion.com/images/product-855-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""US"", ""currency"": ""EUR"", ""amount"": 127.98, ""vat_rate"": 19}]","{""total"": 116, ""reserved"": 20, ""warehouses"": {""WARSAW"": 58, ""NY"": 58}}",1,"[{""sku"": ""BET-0856-0"", ""color"": ""Brown"", ""size"": ""L"", ""stock"": 28}, {""sku"": ""BET-0856-1"", ""color"": ""Navy"", ""size"": ""XL"", ""stock"": 34}, {""sku"": ""BET-0856-2"", ""color"": ""Navy"", ""size"": ""XS"", ""stock"": 96}]","[""jeans"", ""Jeans"", ""JEANS"", ""fashion""]",3.67,"[""https://beta-fashion.com/images/product-856-1.jpg"", ""https://beta-fashion.com/images/product-856-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jackets""]","[{""country"": ""DE"", ""currency"": ""PLN"", ""amount"": 204.64, ""vat_rate"": 19}]","{""total"": 415, ""reserved"": 70, ""warehouses"": {""WARSAW"": 207, ""NY"": 208}}",0,"[{""sku"": ""BET-0857-0"", ""color"": ""White"", ""size"": ""XXL"", ""stock"": 44}, {""sku"": ""BET-0857-1"", ""color"": ""Red"", ""size"": ""XS"", ""stock"": 47}]","[""jackets"", ""Jackets"", ""JACKETS"", ""casual""]",4.93,"[""https://beta-fashion.com/images/product-857-1.jpg"", ""https://beta-fashion.com/images/product-857-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jackets""]","[{""country"": ""US"", ""currency"": ""USD"", ""amount"": 244.15, ""vat_rate"": 0}]","{""total"": 81, ""reserved"": 17, ""warehouses"": {""WARSAW"": 40, ""NY"": 41}}",0,"[{""sku"": ""BET-0858-0"", ""color"": ""Red"", ""size"": ""S"", ""stock"": 45}, {""sku"": ""BET-0858-1"", ""color"": ""Red"", ""size"": ""L"", ""stock"": 56}, {""sku"": ""BET-0858-2"", ""color"": ""White"", ""size"": ""XL"", ""stock"": 24}]","[""jackets"", ""Jackets"", ""JACKETS"", ""casual""]",3.28,"[""https://beta-fashion.com/images/product-858-1.jpg"", ""https://beta-fashion.com/images/product-858-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""US"", ""currency"": ""USD"", ""amount"": 187.35, ""vat_rate"": 19}]","{""total"": 289, ""reserved"": 19, ""warehouses"": {""WARSAW"": 144, ""NY"": 145}}",0,"[{""sku"": ""BET-0859-0"", ""color"": ""Black"", ""size"": ""XL"", ""stock"": 47}, {""sku"": ""BET-0859-1"", ""color"": ""Grey"", ""size"": ""XXL"", ""stock"": 68}, {""sku"": ""BET-0859-2"", ""color"": ""Blue"", ""size"": ""M"", ""stock"": 21}]","[""tops"", ""Tops"", ""TOPS"", ""sale""]",4.27,"[""https://beta-fashion.com/images/product-859-1.jpg"", ""https://beta-fashion.com/images/product-859-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 236.42, ""vat_rate"": 23}]","{""total"": 237, ""reserved"": 54, ""warehouses"": {""WARSAW"": 118, ""NY"": 119}}",1,"[{""sku"": ""BET-0860-0"", ""color"": ""Red"", ""size"": ""XS"", ""stock"": 52}]","[""tops"", ""Tops"", ""TOPS"", ""fashion""]",4.8,"[""https://beta-fashion.com/images/product-860-1.jpg"", ""https://beta-fashion.com/images/product-860-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""FR"", ""currency"": ""PLN"", ""amount"": 90.65, ""vat_rate"": 23}]","{""total"": 500, ""reserved"": 38, ""warehouses"": {""WARSAW"": 250, ""NY"": 250}}",0,"[{""sku"": ""BET-0861-0"", ""color"": ""White"", ""size"": ""M"", ""stock"": 91}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""fashion""]",4.85,"[""https://beta-fashion.com/images/product-861-1.jpg"", ""https://beta-fashion.com/images/product-861-2.jpg""]",0
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 47.97, ""vat_rate"": 19}]","{""total"": 441, ""reserved"": 20, ""warehouses"": {""WARSAW"": 220, ""NY"": 221}}",1,"[{""sku"": ""BET-0862-0"", ""color"": ""Brown"", ""size"": ""S"", ""stock"": 83}]","[""dresses"", ""Dresses"", ""DRESSES"", ""casual""]",4.18,"[""https://beta-fashion.com/images/product-862-1.jpg"", ""https://beta-fashion.com/images/product-862-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 68.18, ""vat_rate"": 19}]","{""total"": 91, ""reserved"": 12, ""warehouses"": {""WARSAW"": 45, ""NY"": 46}}",1,"[{""sku"": ""BET-0863-0"", ""color"": ""Blue"", ""size"": ""S"", ""stock"": 57}]","[""tops"", ""Tops"", ""TOPS"", ""new""]",4.52,"[""https://beta-fashion.com/images/product-863-1.jpg"", ""https://beta-fashion.com/images/product-863-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""US"", ""currency"": ""EUR"", ""amount"": 88.12, ""vat_rate"": 0}]","{""total"": 415, ""reserved"": 80, ""warehouses"": {""WARSAW"": 207, ""NY"": 208}}",1,"[{""sku"": ""BET-0864-0"", ""color"": ""Navy"", ""size"": ""S"", ""stock"": 85}, {""sku"": ""BET-0864-1"", ""color"": ""Navy"", ""size"": ""M"", ""stock"": 16}, {""sku"": ""BET-0864-2"", ""color"": ""Navy"", ""size"": ""S"", ""stock"": 10}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""fashion""]",4.9,"[""https://beta-fashion.com/images/product-864-1.jpg"", ""https://beta-fashion.com/images/product-864-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""FR"", ""currency"": ""PLN"", ""amount"": 41.52, ""vat_rate"": 19}]","{""total"": 238, ""reserved"": 37, ""warehouses"": {""WARSAW"": 119, ""NY"": 119}}",0,"[{""sku"": ""BET-0865-0"", ""color"": ""Navy"", ""size"": ""M"", ""stock"": 29}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""sale""]",5.0,"[""https://beta-fashion.com/images/product-865-1.jpg"", ""https://beta-fashion.com/images/product-865-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 131.21, ""vat_rate"": 23}]","{""total"": 241, ""reserved"": 26, ""warehouses"": {""WARSAW"": 120, ""NY"": 121}}",1,"[{""sku"": ""BET-0866-0"", ""color"": ""White"", ""size"": ""M"", ""stock"": 93}]","[""jeans"", ""Jeans"", ""JEANS"", ""fashion""]",4.28,"[""https://beta-fashion.com/images/product-866-1.jpg"", ""https://beta-fashion.com/images/product-866-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 211.53, ""vat_rate"": 19}]","{""total"": 62, ""reserved"": 0, ""warehouses"": {""WARSAW"": 31, ""NY"": 31}}",0,"[{""sku"": ""BET-0867-0"", ""color"": ""Navy"", ""size"": ""S"", ""stock"": 75}]","[""jeans"", ""Jeans"", ""JEANS"", ""casual""]",4.18,"[""https://beta-fashion.com/images/product-867-1.jpg"", ""https://beta-fashion.com/images/product-867-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""US"", ""currency"": ""EUR"", ""amount"": 129.65, ""vat_rate"": 23}]","{""total"": 448, ""reserved"": 72, ""warehouses"": {""WARSAW"": 224, ""NY"": 224}}",0,"[{""sku"": ""BET-0868-0"", ""color"": ""Brown"", ""size"": ""XS"", ""stock"": 78}, {""sku"": ""BET-0868-1"", ""color"": ""White"", ""size"": ""XL"", ""stock"": 83}]","[""caps"", ""Caps"", ""CAPS"", ""sale""]",3.23,"[""https://beta-fashion.com/images/product-868-1.jpg"", ""https://beta-fashion.com/images/product-868-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 173.06, ""vat_rate"": 23}]","{""total"": 235, ""reserved"": 52, ""warehouses"": {""WARSAW"": 117, ""NY"": 118}}",1,"[{""sku"": ""BET-0869-0"", ""color"": ""Black"", ""size"": ""M"", ""stock"": 83}, {""sku"": ""BET-0869-1"", ""color"": ""Navy"", ""size"": ""L"", ""stock"": 74}]","[""tops"", ""Tops"", ""TOPS"", ""sale""]",4.63,"[""https://beta-fashion.com/images/product-869-1.jpg"", ""https://beta-fashion.com/images/product-869-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""US"", ""currency"": ""USD"", ""amount"": 148.23, ""vat_rate"": 0}]","{""total"": 342, ""reserved"": 42, ""warehouses"": {""WARSAW"": 171, ""NY"": 171}}",1,"[{""sku"": ""BET-0870-0"", ""color"": ""Red"", ""size"": ""L"", ""stock"": 4}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""casual""]",3.72,"[""https://beta-fashion.com/images/product-870-1.jpg"", ""https://beta-fashion.com/images/product-870-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 80.01, ""vat_rate"": 0}]","{""total"": 186, ""reserved"": 29, ""warehouses"": {""WARSAW"": 93, ""NY"": 93}}",1,"[{""sku"": ""BET-0871-0"", ""color"": ""Red"", ""size"": ""S"", ""stock"": 27}, {""sku"": ""BET-0871-1"", ""color"": ""Green"", ""size"": ""XXL"", ""stock"": 52}, {""sku"": ""BET-0871-2"", ""color"": ""Green"", ""size"": ""S"", ""stock"": 64}]","[""jeans"", ""Jeans"", ""JEANS"", ""sale""]",3.7,"[""https://beta-fashion.com/images/product-871-1.jpg"", ""https://beta-fashion.com/images/product-871-2.jpg""]",1
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 209.74, ""vat_rate"": 0}]","{""total"": 488, ""reserved"": 11, ""warehouses"": {""WARSAW"": 244, ""NY"": 244}}",1,"[{""sku"": ""BET-0872-0"", ""color"": ""Brown"", ""size"": ""M"", ""stock"": 80}, {""sku"": ""BET-0872-1"", ""color"": ""Navy"", ""size"": ""XXL"", ""stock"": 24}, {""sku"": ""BET-0872-2"", ""color"": ""Brown"", ""size"": ""S"", ""stock"": 34}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""casual""]",3.67,"[""https://beta-fashion.com/images/product-872-1.jpg"", ""https://beta-fashion.com/images/product-872-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 240.44, ""vat_rate"": 19}]","{""total"": 28, ""reserved"": 1, ""warehouses"": {""WARSAW"": 14, ""NY"": 14}}",0,"[{""sku"": ""BET-0873-0"", ""color"": ""Red"", ""size"": ""XL"", ""stock"": 90}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""fashion""]",3.8,"[""https://beta-fashion.com/images/product-873-1.jpg"", ""https://beta-fashion.com/images/product-873-2.jpg""]",0
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 36.28, ""vat_rate"": 23}]","{""total"": 488, ""reserved"": 51, ""warehouses"": {""WARSAW"": 244, ""NY"": 244}}",0,"[{""sku"": ""BET-0874-0"", ""color"": ""Blue"", ""size"": ""XXL"", ""stock"": 44}, {""sku"": ""BET-0874-1"", ""color"": ""Green"", ""size"": ""L"", ""stock"": 18}]","[""dresses"", ""Dresses"", ""DRESSES"", ""casual""]",4.69,"[""https://beta-fashion.com/images/product-874-1.jpg"", ""https://beta-fashion.com/images/product-874-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 249.87, ""vat_rate"": 19}]","{""total"": 442, ""reserved"": 5, ""warehouses"": {""WARSAW"": 221, ""NY"": 221}}",1,"[{""sku"": ""BET-0875-0"", ""color"": ""Blue"", ""size"": ""XXL"", ""stock"": 36}]","[""caps"", ""Caps"", ""CAPS"", ""sale""]",3.45,"[""https://beta-fashion.com/images/product-875-1.jpg"", ""https://beta-fashion.com/images/product-875-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 118.48, ""vat_rate"": 0}]","{""total"": 94, ""reserved"": 0, ""warehouses"": {""WARSAW"": 47, ""NY"": 47}}",1,"[{""sku"": ""BET-0876-0"", ""color"": ""Grey"", ""size"": ""XS"", ""stock"": 79}, {""sku"": ""BET-0876-1"", ""color"": ""Navy"", ""size"": ""L"", ""stock"": 54}]","[""tops"", ""Tops"", ""TOPS"", ""new""]",3.37,"[""https://beta-fashion.com/images/product-876-1.jpg"", ""https://beta-fashion.com/images/product-876-2.jpg""]",0
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 150.23, ""vat_rate"": 19}]","{""total"": 402, ""reserved"": 33, ""warehouses"": {""WARSAW"": 201, ""NY"": 201}}",0,"[{""sku"": ""BET-0877-0"", ""color"": ""Green"", ""size"": ""M"", ""stock"": 56}, {""sku"": ""BET-0877-1"", ""color"": ""Green"", ""size"": ""M"", ""stock"": 31}, {""sku"": ""BET-0877-2"", ""color"": ""Green"", ""size"": ""XL"", ""stock"": 46}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""sale""]",3.64,"[""https://beta-fashion.com/images/product-877-1.jpg"", ""https://beta-fashion.com/images/product-877-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 245.54, ""vat_rate"": 23}]","{""total"": 382, ""reserved"": 60, ""warehouses"": {""WARSAW"": 191, ""NY"": 191}}",1,"[{""sku"": ""BET-0878-0"", ""color"": ""Green"", ""size"": ""XS"", ""stock"": 78}, {""sku"": ""BET-0878-1"", ""color"": ""Grey"", ""size"": ""XXL"", ""stock"": 45}, {""sku"": ""BET-0878-2"", ""color"": ""Grey"", ""size"": ""L"", ""stock"": 35}]","[""tops"", ""Tops"", ""TOPS"", ""sale""]",4.24,"[""https://beta-fashion.com/images/product-878-1.jpg"", ""https://beta-fashion.com/images/product-878-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""FR"", ""currency"": ""USD"", ""amount"": 238.99, ""vat_rate"": 0}]","{""total"": 31, ""reserved"": 7, ""warehouses"": {""WARSAW"": 15, ""NY"": 16}}",1,"[{""sku"": ""BET-0879-0"", ""color"": ""Black"", ""size"": ""M"", ""stock"": 62}, {""sku"": ""BET-0879-1"", ""color"": ""Blue"", ""size"": ""XS"", ""stock"": 88}, {""sku"": ""BET-0879-2"", ""color"": ""Green"", ""size"": ""XS"", ""stock"": 93}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""fashion""]",4.89,"[""https://beta-fashion.com/images/product-879-1.jpg"", ""https://beta-fashion.com/images/product-879-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""FR"", ""currency"": ""PLN"", ""amount"": 180.49, ""vat_rate"": 0}]","{""total"": 222, ""reserved"": 13, ""warehouses"": {""WARSAW"": 111, ""NY"": 111}}",0,"[{""sku"": ""BET-0880-0"", ""color"": ""Navy"", ""size"": ""M"", ""stock"": 69}, {""sku"": ""BET-0880-1"", ""color"": ""Red"", ""size"": ""M"", ""stock"": 30}, {""sku"": ""BET-0880-2"", ""color"": ""Brown"", ""size"": ""S"", ""stock"": 99}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""fashion""]",4.94,"[""https://beta-fashion.com/images/product-880-1.jpg"", ""https://beta-fashion.com/images/product-880-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 43.13, ""vat_rate"": 0}]","{""total"": 334, ""reserved"": 8, ""warehouses"": {""WARSAW"": 167, ""NY"": 167}}",0,"[{""sku"": ""BET-0881-0"", ""color"": ""Brown"", ""size"": ""XXL"", ""stock"": 21}, {""sku"": ""BET-0881-1"", ""color"": ""Grey"", ""size"": ""S"", ""stock"": 77}, {""sku"": ""BET-0881-2"", ""color"": ""Blue"", ""size"": ""S"", ""stock"": 4}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""casual""]",3.66,"[""https://beta-fashion.com/images/product-881-1.jpg"", ""https://beta-fashion.com/images/product-881-2.jpg""]",0
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 179.72, ""vat_rate"": 23}]","{""total"": 218, ""reserved"": 51, ""warehouses"": {""WARSAW"": 109, ""NY"": 109}}",1,"[{""sku"": ""BET-0882-0"", ""color"": ""Brown"", ""size"": ""XXL"", ""stock"": 61}, {""sku"": ""BET-0882-1"", ""color"": ""Blue"", ""size"": ""M"", ""stock"": 24}]","[""dresses"", ""Dresses"", ""DRESSES"", ""sale""]",3.71,"[""https://beta-fashion.com/images/product-882-1.jpg"", ""https://beta-fashion.com/images/product-882-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""DE"", ""currency"": ""PLN"", ""amount"": 36.32, ""vat_rate"": 19}]","{""total"": 225, ""reserved"": 12, ""warehouses"": {""WARSAW"": 112, ""NY"": 113}}",1,"[{""sku"": ""BET-0883-0"", ""color"": ""Green"", ""size"": ""XXL"", ""stock"": 82}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""sale""]",3.9,"[""https://beta-fashion.com/images/product-883-1.jpg"", ""https://beta-fashion.com/images/product-883-2.jpg""]",0
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 221.64, ""vat_rate"": 0}]","{""total"": 305, ""reserved"": 7, ""warehouses"": {""WARSAW"": 152, ""NY"": 153}}",0,"[{""sku"": ""BET-0884-0"", ""color"": ""Green"", ""size"": ""XS"", ""stock"": 22}, {""sku"": ""BET-0884-1"", ""color"": ""Black"", ""size"": ""XL"", ""stock"": 2}, {""sku"": ""BET-0884-2"", ""color"": ""Black"", ""size"": ""M"", ""stock"": 50}]","[""dresses"", ""Dresses"", ""DRESSES"", ""fashion""]",4.6,"[""https://beta-fashion.com/images/product-884-1.jpg"", ""https://beta-fashion.com/images/product-884-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""US"", ""currency"": ""USD"", ""amount"": 59.29, ""vat_rate"": 23}]","{""total"": 275, ""reserved"": 23, ""warehouses"": {""WARSAW"": 137, ""NY"": 138}}",0,"[{""sku"": ""BET-0885-0"", ""color"": ""Grey"", ""size"": ""M"", ""stock"": 13}, {""sku"": ""BET-0885-1"", ""color"": ""Blue"", ""size"": ""XL"", ""stock"": 48}, {""sku"": ""BET-0885-2"", ""color"": ""Blue"", ""size"": ""L"", ""stock"": 91}]","[""jeans"", ""Jeans"", ""JEANS"", ""new""]",4.63,"[""https://beta-fashion.com/images/product-885-1.jpg"", ""https://beta-fashion.com/images/product-885-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""US"", ""currency"": ""EUR"", ""amount"": 24.11, ""vat_rate"": 23}]","{""total"": 474, ""reserved"": 15, ""warehouses"": {""WARSAW"": 237, ""NY"": 237}}",0,"[{""sku"": ""BET-0886-0"", ""color"": ""Red"", ""size"": ""XS"", ""stock"": 45}, {""sku"": ""BET-0886-1"", ""color"": ""Blue"", ""size"": ""XL"", ""stock"": 67}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""new""]",4.0,"[""https://beta-fashion.com/images/product-886-1.jpg"", ""https://beta-fashion.com/images/product-886-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jackets""]","[{""country"": ""DE"", ""currency"": ""PLN"", ""amount"": 233.22, ""vat_rate"": 23}]","{""total"": 445, ""reserved"": 49, ""warehouses"": {""WARSAW"": 222, ""NY"": 223}}",0,"[{""sku"": ""BET-0887-0"", ""color"": ""White"", ""size"": ""XXL"", ""stock"": 71}, {""sku"": ""BET-0887-1"", ""color"": ""White"", ""size"": ""M"", ""stock"": 32}]","[""jackets"", ""Jackets"", ""JACKETS"", ""fashion""]",3.48,"[""https://beta-fashion.com/images/product-887-1.jpg"", ""https://beta-fashion.com/images/product-887-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 24.77, ""vat_rate"": 0}]","{""total"": 489, ""reserved"": 61, ""warehouses"": {""WARSAW"": 244, ""NY"": 245}}",1,"[{""sku"": ""BET-0888-0"", ""color"": ""White"", ""size"": ""XL"", ""stock"": 12}, {""sku"": ""BET-0888-1"", ""color"": ""Green"", ""size"": ""XL"", ""stock"": 73}, {""sku"": ""BET-0888-2"", ""color"": ""Brown"", ""size"": ""XL"", ""stock"": 83}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""new""]",3.64,"[""https://beta-fashion.com/images/product-888-1.jpg"", ""https://beta-fashion.com/images/product-888-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 236.9, ""vat_rate"": 19}]","{""total"": 226, ""reserved"": 27, ""warehouses"": {""WARSAW"": 113, ""NY"": 113}}",1,"[{""sku"": ""BET-0889-0"", ""color"": ""White"", ""size"": ""L"", ""stock"": 4}, {""sku"": ""BET-0889-1"", ""color"": ""Navy"", ""size"": ""XS"", ""stock"": 42}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""casual""]",3.61,"[""https://beta-fashion.com/images/product-889-1.jpg"", ""https://beta-fashion.com/images/product-889-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""US"", ""currency"": ""EUR"", ""amount"": 210.35, ""vat_rate"": 0}]","{""total"": 65, ""reserved"": 9, ""warehouses"": {""WARSAW"": 32, ""NY"": 33}}",1,"[{""sku"": ""BET-0890-0"", ""color"": ""Blue"", ""size"": ""XXL"", ""stock"": 41}, {""sku"": ""BET-0890-1"", ""color"": ""Black"", ""size"": ""XL"", ""stock"": 4}, {""sku"": ""BET-0890-2"", ""color"": ""Black"", ""size"": ""M"", ""stock"": 50}]","[""caps"", ""Caps"", ""CAPS"", ""new""]",4.93,"[""https://beta-fashion.com/images/product-890-1.jpg"", ""https://beta-fashion.com/images/product-890-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 134.47, ""vat_rate"": 0}]","{""total"": 280, ""reserved"": 47, ""warehouses"": {""WARSAW"": 140, ""NY"": 140}}",1,"[{""sku"": ""BET-0891-0"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 13}, {""sku"": ""BET-0891-1"", ""color"": ""Navy"", ""size"": ""S"", ""stock"": 29}, {""sku"": ""BET-0891-2"", ""color"": ""Green"", ""size"": ""XS"", ""stock"": 92}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""new""]",3.41,"[""https://beta-fashion.com/images/product-891-1.jpg"", ""https://beta-fashion.com/images/product-891-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 63.42, ""vat_rate"": 23}]","{""total"": 79, ""reserved"": 9, ""warehouses"": {""WARSAW"": 39, ""NY"": 40}}",1,"[{""sku"": ""BET-0892-0"", ""color"": ""Grey"", ""size"": ""XXL"", ""stock"": 43}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""new""]",4.65,"[""https://beta-fashion.com/images/product-892-1.jpg"", ""https://beta-fashion.com/images/product-892-2.jpg""]",0
